,prognosis,disease_name,disease_url,med_name
98,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CIVADERM Shampoo 100ml
99,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CIVADERM XL Cream 50gm
100,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLENOL 3D Suppositories 3's
101,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOBEGO Cream 15gm
102,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Cloben G Cream 5gm
103,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOCIP L Cream 10gm
104,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOMIC M Cream 20gm
105,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOSTAF GM Cream 10gm
106,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTIGEM Dusting Powder 100gm
107,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTIVAG Soap 75gm
108,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTIVAG B Cream 15gm
109,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTIVAG V 6 Tablet 6's
110,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTREX Cream 15gm
111,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTREX Dusting Powder 100gm
112,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTREX Dusting Powder 30gm
113,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Clotrin Cream 15gm
114,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Clotrin B Cream 10gm
115,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOTRINEX Gel(Topical) 20gm
116,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOZOL Dusting Powder 100gm
117,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CLOZOL V 6 Vaginal tablet 6's
118,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CONAFORCE SB 130 Capsule 10's
119,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CONAFORCE SB 65 Capsule 10's
120,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CONFLU 200 Capsule 1's
121,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Conflu 150mg Capsule 1's
122,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,COSFEN Capsule 2's
123,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,COSFEN Cream 30gm
124,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Crousho Gel 30gm
125,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Crurix Cream 30gm
126,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CURAFUNG 200 Capsule 10's
127,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CURAFUNG Capsule 10's
128,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIDAC 1% Dusting Powder 100gm
129,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIDAC Soap 75gm
130,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIDAC V Gel 30gm
131,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIDAC B Cream 15gm
132,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIDAC B Lotion 20ml
133,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIDAC TV Lotion 75ml
134,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIFORCE SB 130 Capsule 10's
135,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIFUNG Dusting Powder 100gm
136,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIPOZ GR 300 Tablet 10's
137,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIPOZ GR Tablet 10's
138,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDITRAL SB 130 Capsule 10's
139,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDITRAL SB 65 Capsule 10's
140,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIZEST Dusting Powder 100g
141,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIZEST Soap 75gm
142,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIZEST B Lotion 20ml
143,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIZEST TV Lotion 75ml
144,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIZEST V Gel 30gm
145,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CANDIZEST C Gel 30g
146,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CEASTRA 200 Capsule 10's
147,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CEASTRA SB 130 Capsule 10's
148,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CEASTRA SB 65 Capsule 10's
149,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CONAFORCE 100 Capsule 10's
150,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CONAFORCE 200 Capsule 10's
151,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CRESEMBA 100mg Capsule 14's
152,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,CRESEMBA 100mg Capsule 7's
153,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,DAKTARIN 2% Gel 40gm
154,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Danclear Cream 50gm
155,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Danclear Shampoo 50ml
156,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Danfree 1% Shampoo 100ml
157,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Danfree 2% Shampoo 100ml
158,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,DEFUNGIN Cream 30gm
159,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Derketo Shampoo 100ml
160,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Derketo Soap 75gm
161,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,DERMIFORD K5 Cream 15gm
162,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,DERMIGO Dusting Powder 100gm
163,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,DERMA K5 Cream 15g
164,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,DERMIGO BLUE ANTI FUNGAL Powder 100gm
165,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERBEST Cream 30gm
166,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberclin Cream 15gm
167,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberclin Cream 30gm
168,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberclin M Cream 15gm
169,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERCLIN XL Cream 50gm
170,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERCOS Cream 30gm
171,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberderm Cream 30gm
172,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberfine Cream 15gm
173,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberfine Cream 30gm
174,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERFINE LOT Cream 50gm
175,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERFINE M Cream 15gm
176,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERFINE XL Cream 50gm
177,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERFORD Cream 15gm
178,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberfun Cream 30gm
179,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberjen Cream 20gm
180,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberjen M Cream 10gm
181,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERJEN SOL Cream 40gm
182,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ebermac 1% Cream 15gm
183,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERMED Cream 30gm
184,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERNET Cream 60gm
185,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ebernet Cream 15gm
186,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ebernet Cream 30gm
187,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERNET LOT Cream 40gm
188,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ebernet M Cream 15gm
189,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Eberwin Cream 30gm
190,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ebspor Cream 15gm
191,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ebspor Cream 30gm
192,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ECOVIN Suspension 120ml
193,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ecovin 500Mg Tablet 10's
194,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ELMOVEL TF Gel 10gm
195,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Emluz 1% Cream 20gm
196,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Emrolfin Cream 50gm
197,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Episert Cream 20gm
198,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ERADIF S Cream 20gm
199,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ES FUNG 150mg Tablet 2's
200,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESAVASONE Lotion 50ml
201,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESCRAB Lotion 100ml
202,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Escrab Cream 60gm
203,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EUKARIT 100 Capsule 10's
204,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EUKARIT 200 Capsule 10's
205,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Evaklin Medicated Wash 100ml
206,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Ezob Cream 30gm
207,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,EBERNET + Cream 30gm
208,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESAVA Cream 50gm
209,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESAVA Dusting Powder 75gm
210,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESAVA Lotion 50ml
211,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESAVA Ointment 50gm
212,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,ESAVA Soap 75gm
213,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,F Next Dusting Powder 75gm
214,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FAZE 50 DT Tablet 10's
215,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENTI 600 Capsule 1's
216,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENTIDERM Cream 30gm
217,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENTIGAL Cream 30gm
218,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENTIGLIV 600 Capsule 1's
219,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENTIGLIV Cream 30gm
220,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Fentin Capsule 1'S
221,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENTISPOR Vaginal Capsule 1's
222,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FENZA VAGINAL 600mg Capsule 2's
223,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Finlin 250mg Tablet 7'S
224,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Fintop Cream 15gm
225,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Fintrix 250mg Tablet 7'S
226,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Fintrix 500mg Tablet 7'S
227,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FIXTRAL SB Capsule 7's
228,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FIXTRAL SB 130 Capsule 10's
229,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FIXTRAL SB 65 Capsule 10's
230,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FLUBIT Tablet 1's
231,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FLUCOS 150 Tablet 6's
232,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FLUCOS 200 Tablet 6's
233,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos 0.5%W/W Gel 15gm
234,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos 400mg Tablet 1'S
235,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos Dusting Powder 100gm
236,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos Lotion 60ml
237,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos DT 50mg Tablet 4'S
238,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos Itz 100mg Capsule 10'S
239,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flucos Itz 200mg Capsule 10'S
240,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FLUCOZOX 0.5% Gel 15gm
241,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FLUFUNG 150 Tablet 3's
242,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,FLUFUNG 400 Tablet 1's
243,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flufung 150mg Tablet 1's
244,Fungal infection,Fungal Infections,https://www.netmeds.com/prescriptions/fungal-infections,Flufung 400mg Tablet 3'S
